,Name,Title,Age,Source of Wealth,Self-Made Score,Philanthropy Score,Residence,Citizenship,Marital Status,Children,Education,Image,Real Time Net Worth,2022 Billionaires Net Worth,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Quote,Source Page
1592,Francois Feuillet & family,,73,"motorhomes, RVs",,,"Paris, France",France,Married,,,"https://imageio.forbes.com/specials-images/imageserve/5a7deeb3a7ea431690131b81/0x0.jpg?format=jpg&crop=764,764,x551,y491,safe&height=416&width=416&fit=bounds",$1.7B,$1.9B,,,,,,,,,,,,,,,,,,,,$1B,,,$1.9B,$1.9B,,https://www.forbes.com/profile/francois-feuillet/?list=billionaires
1593,Guangming Fu & family,,68,"poultry, Self Made",,,"Nanping, China",China,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/562e5762e4b0ffa7afe645e2/0x0.jpg?format=jpg&crop=676,677,x0,y171,safe&height=416&width=416&fit=bounds",$1.6B,$1.9B,,,,,,,,,,,,,$1.5B,$1.2B,$1.1B,,,$1.6B,$1.5B,$1.2B,$1.7B,$1.7B,$2.9B,$1.9B,,https://www.forbes.com/profile/guangming-fu/?list=billionaires
1594,Mario Gabelli,,80,"money management, Self Made",8,,"Greenwich, Connecticut",United States,Married,4,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Fordham University","https://imageio.forbes.com/specials-images/imageserve/5a8ee00ca7ea43169014191b/0x0.jpg?format=jpg&crop=2983,2981,x1466,y128,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,$1.2B,$1.6B,$1.7B,$1.4B,$1.5B,$1.6B,$1.7B,$1.5B,$1.8B,$1.9B,"That's my approach to life: Go where others fear to tread. Hell, I bought a Cadillac in the middle of the oil embargo.",https://www.forbes.com/profile/mario-gabelli/?list=billionaires
1595,Reinold Geiger,,74,"beauty products, Self Made",,,"Geneva, Switzerland",Austria,Married,,"Master of Business Administration, INSEAD","https://imageio.forbes.com/specials-images/imageserve/5e741c9807adf00006db9df9/0x0.jpg?format=jpg&crop=276,276,x287,y98,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,$1.3B,$1.7B,$1.3B,$1.6B,$1.3B,$1.4B,$1.5B,$1.3B,,$1.8B,$1.9B,,https://www.forbes.com/profile/reinold-geiger/?list=billionaires
1596,He Zhenggang,,68,"chemicals, Self Made",,,"Leshan, China",China,,,,,$1.6B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/he-zhenggang/?list=billionaires
1597,Roberto Hernandez Ramirez,,80,"banking, investments, Self Made",,,"Mexico City, Mexico",Mexico,Married,3,"Bachelor of Arts/Science, Ibero-American University","https://imageio.forbes.com/specials-images/imageserve/5e76f83c10380d0006fbb96f/0x0.jpg?format=jpg&crop=916,915,x495,y178,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,$1.8B,$1.8B,$1.8B,$1.7B,$1.8B,$1.9B,$1.8B,$1.7B,$1.9B,$1.9B,,https://www.forbes.com/profile/roberto-hernandez-ramirez/?list=billionaires
1598,Hoi Kin Hong,,69,"real estate, Self Made",,,"Shanghai, China",Macau,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/5c70f1d031358e35dd26eeca/0x0.jpg?format=jpg&crop=420,420,x109,y0,safe&height=416&width=416&fit=bounds",$1.5B,$1.9B,,,,,,,,,,,,,,,,,,,$1B,$1.4B,$1.5B,$1.9B,$3.1B,$1.9B,,https://www.forbes.com/profile/hoi-kin-hong/?list=billionaires
1599,Huang Qiaoling,,63,"amusement parks, Self Made",,,"Hangzhou, China",China,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$1.6B,$1.9B,,,,,,,,,,,,,,,,,,$1.9B,$1.5B,$1.5B,$1.4B,$1.8B,$2.9B,$1.9B,,https://www.forbes.com/profile/huang-qiaoling/?list=billionaires
1600,Willis Johnson,,75,"damaged cars, Self Made",,,"Franklin, Tennessee",United States,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/5fb52b8651290292eff9b3a4/0x0.jpg?format=jpg&crop=1685,1684,x1641,y237,safe&height=416&width=416&fit=bounds",$1.8B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,$1.8B,$1.9B,,https://www.forbes.com/profile/willis-johnson/?list=billionaires
1601,Keeree Kanjanapas,,71,"transportation, Self Made",,,"Bangkok, Thailand",Thailand,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/5e780a6d10380d0006fbca70/0x0.jpg?format=jpg&crop=1399,1400,x700,y876,safe&height=416&width=416&fit=bounds",$1.8B,$1.9B,,,,,,,,,,,,,,,$1.3B,$1.4B,$1.7B,$1.3B,$1.4B,$1.5B,$1.8B,$1.7B,$2.1B,$1.9B,Thailand sees the benefit of investing in infrastructure. Without it you cannot grow quickly. ,https://www.forbes.com/profile/keeree-kanjanapas/?list=billionaires
1602,Kim Dae-il,,42,"mobile gaming, Self Made",,,"Anyang, South Korea",South Korea,Married,1,,"https://imageio.forbes.com/specials-images/imageserve/5a871705a7ea43169013af00/0x0.jpg?format=jpg&crop=859,858,x203,y167,safe&height=416&width=416&fit=bounds",$1.2B,$1.9B,,,,,,,,,,,,,,,,,,,,$1B,,,$1.2B,$1.9B,,https://www.forbes.com/profile/kim-dae-il/?list=billionaires
1603,Kim Hyoung-nyon,,46,"fintech, Self Made",,,South Korea,South Korea,,,,,$1.9B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/kim-hyoung-nyon/?list=billionaires
1604,Andrei Kozitsyn,,61,"metals, Self Made",,,"Verkhniaya Pyshma, Russia",Russia,Married,1,"Master of Science in Engineering, Ural Polytechnic Institute","https://imageio.forbes.com/specials-images/imageserve/5e77774510380d0006fbbd37/0x0.jpg?format=jpg&crop=3338,3336,x1712,y312,safe&height=416&width=416&fit=bounds",$4.1B,$1.9B,,,,,,,,,,,,,,,$1.2B,$1.9B,$2B,$2.4B,$4.3B,$4.8B,$4.4B,$4.8B,$6.3B,$1.9B,,https://www.forbes.com/profile/andrei-kozitsyn/?list=billionaires
1605,Thomas Kwok,,70,real estate,,,"Hong Kong, Hong Kong",Hong Kong,Married,2,"Bachelor of Engineering, Imperial College London; Master of Business Administration, London Business School","https://imageio.forbes.com/specials-images/imageserve/5e765335c7b02d000666cb9c/0x0.jpg?format=jpg&crop=1277,1276,x1169,y44,safe&height=416&width=416&fit=bounds",$2B,$1.9B,,,,,,,,,,,,,,,,,,,,,$2.5B,$1.8B,$2.2B,$1.9B,"""It means so much to me that I could see you last week, with all three brothers holding hands in unity,"" jailed Thomas wrote in the memorial book at Walter's funeral in 2018.",https://www.forbes.com/profile/thomas-kwok/?list=billionaires
1606,Lei Jufang,,69,"pharmaceuticals, Self Made",,,"Lanzhou, China",China,Married,1,"Bachelor of Arts/Science, Xi'an Jiaotong University","https://imageio.forbes.com/specials-images/imageserve/603e8f5d4a2df75cef4fb25a/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$1.7B,$1.9B,,,,,,,,,,,,,$1.2B,,,$1.4B,$1.4B,$1.6B,$2.6B,$1.6B,$1.4B,$1.4B,$1.8B,$1.9B,,https://www.forbes.com/profile/lei-jufang/?list=billionaires
1607,David Lichtenstein,,60,"real estate, Self Made",9,,"Monsey, New York",United States,Married,,,"https://imageio.forbes.com/specials-images/imageserve/58c07bad4bbe6f0e558835c3/0x0.jpg?format=jpg&crop=643,643,x40,y19,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,,,$1.4B,$1.5B,$1.7B,$1.8B,$1.7B,$1.7B,$1.9B,"You don't have to be too bright to get into real estate.
",https://www.forbes.com/profile/david-lichtenstein/?list=billionaires
1608,Lin Dingqiang & family,,55,"real estate, Self Made",,,"Beijing, China",Hong Kong,Married,,,,$1.6B,$1.9B,,,,,,,,,,,,,,,,,,,,,$1.1B,$1B,$1.9B,$1.9B,,https://www.forbes.com/profile/lin-dingqiang/?list=billionaires
1609,Mikhail Lomtadze,,46,"fintech, Self Made",,,"Almaty, Kazakhstan",Georgia,Single,,"Master of Business Administration, Harvard Business School",,$2.4B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,$3.2B,$1.9B,,https://www.forbes.com/profile/mikhail-lomtadze/?list=billionaires
1610,Melissa Ma,,,"Internet search, Self Made",,,"Beijing, China",China,Married,,"Ph.D, Rutgers University; Bachelor of Arts/Science, University of Science and Technology of China","https://imageio.forbes.com/specials-images/imageserve/5c6e95c04bbe6f2fbddc4d4d/0x0.jpg?format=jpg&crop=3088,3085,x992,y0,safe&height=416&width=416&fit=bounds",$2.2B,$1.9B,,,,,,,,,,,,,,,,,,,,$3.4B,$2.6B,$1.3B,$4B,$1.9B,,https://www.forbes.com/profile/melissa-ma-1/?list=billionaires
1611,Yusaku Maezawa,,46,"online retail, Self Made",,,"Chiba, Japan",Japan,Divorced,1,,"https://imageio.forbes.com/specials-images/imageserve/607dd1bebeae3972b1e0b999/0x0.jpg?format=jpg&crop=734,734,x92,y33,safe&height=416&width=416&fit=bounds",$1.7B,$1.9B,,,,,,,,,,,,,,$1.1B,,$1.3B,$1.3B,$1.6B,$3.1B,$2.9B,$1.8B,$1.9B,$1.9B,$1.9B,,https://www.forbes.com/profile/yusaku-maezawa/?list=billionaires
1612,Katarina Martinson,,41,investments,,,"Stockholm, Sweden",Sweden,Married,,,"https://imageio.forbes.com/specials-images/imageserve/5c722b8b4bbe6f51818aba2b/0x0.jpg?format=jpg&crop=832,831,x182,y2,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,,,,$1.1B,$1.3B,$1.1B,$1.5B,$2.1B,$1.9B,,https://www.forbes.com/profile/katarina-martinson/?list=billionaires
1613,Shouliang Miao,,67,"real estate, Self Made",,,"Shenzhen, China",China,Married,1,,"https://imageio.forbes.com/specials-images/imageserve/589d2e55a7ea431f32192a5e/0x0.jpg?format=jpg&crop=694,695,x29,y103,safe&height=416&width=416&fit=bounds",$1.8B,$1.9B,,,,,,,,,,,,,,,,$1.2B,$1.3B,$1.3B,$1.8B,$2B,$1.9B,$1.8B,$1.8B,$1.9B,,https://www.forbes.com/profile/shouliang-miao/?list=billionaires
1614,Romano Minozzi,,87,"utilities, diversified, Self Made",,,"Spilamberto, Italy",Italy,,1,"Bachelor of Commerce, University of Bologna",,$1.6B,$1.9B,,,,,,,,,,,,,,,,,,,,,,$1.6B,$1.8B,$1.9B,,https://www.forbes.com/profile/romano-minozzi/?list=billionaires
1615,Pedro Moreira Salles,,62,"banking, minerals",,,"Sao Paulo, Brazil",Brazil,Married,2,"Bachelor of Arts/Science, University of California, Los Angeles","https://imageio.forbes.com/specials-images/imageserve/5e7437fd2a573300068fccbf/0x0.jpg?format=jpg&crop=1645,1644,x1022,y0,safe&height=416&width=416&fit=bounds",$2.1B,$1.9B,,,,,,,,,,,,,,$2.7B,,$2.9B,$2.1B,$2.8B,$3.2B,$5.1B,$3.1B,$2B,$2.5B,$1.9B,Leaders have to know how to tolerate mistakes. ,https://www.forbes.com/profile/pedro-moreira-salles/?list=billionaires
1616,Alexander Nesis,,59,"metals, banking, fertilizers, Self Made",,,"Moscow, Russia",Russia,Married,5,"Bachelor of Arts/Science, Leningrad Technological Institute","https://imageio.forbes.com/specials-images/imageserve/5e7771a510380d0006fbbd02/0x0.jpg?format=jpg&crop=1817,1819,x1451,y46,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,$3.3B,$3B,$2.5B,$2.9B,$2.4B,$1.9B,$2B,$2.2B,$2.9B,$1.9B,,https://www.forbes.com/profile/alexander-nesis/?list=billionaires
1617,Nguyen Dang Quang,,58,"consumer products, banking, Self Made",,,"Ho Chi Minh City, Vietnam",Vietnam,Married,3,,"https://imageio.forbes.com/specials-images/imageserve/5c717876a7ea431000434658/0x0.jpg?format=jpg&crop=592,592,x238,y0,safe&height=416&width=416&fit=bounds",$1.8B,$1.9B,,,,,,,,,,,,,,,,,,,,,$1.3B,,$1.2B,$1.9B,,https://www.forbes.com/profile/nguyen-dang-quang/?list=billionaires
1618,Oei Hong Leong,,74,investments,,,"Singapore, Singapore",Singapore,Married,4,,"https://imageio.forbes.com/specials-images/imageserve/61115a5bd5d51f7f93419c4e/0x0.jpg?format=jpg&crop=671,671,x0,y0,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,,$1B,$1.1B,$1.2B,$1.4B,$1.5B,$1.3B,$1.8B,$1.9B,,https://www.forbes.com/profile/oei-hong-leong/?list=billionaires
1619,Nihat Ozdemir,,72,"diversified, Self Made",,,"Ankara, Turkey",Turkey,Widowed,2,,"https://imageio.forbes.com/specials-images/imageserve/5e77e30e10380d0006fbc84b/0x0.jpg?format=jpg&crop=2171,2170,x805,y76,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,$1.2B,$1.1B,$1.2B,,,$1.3B,$1.6B,$1.7B,$1.7B,$1.7B,$2.3B,$1.9B,,https://www.forbes.com/profile/nihat-ozdemir/?list=billionaires
1620,Gretel Packer,,56,casinos,,,"Sydney, Australia",Australia,Divorced,3,,"https://imageio.forbes.com/specials-images/imageserve/5e73f6512a573300068fc885/0x0.jpg?format=jpg&crop=691,691,x143,y71,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,,,,,$1.1B,$1.6B,$1.5B,$2.3B,$1.9B,,https://www.forbes.com/profile/gretel-packer/?list=billionaires
1621,Benjamin Zhengmin Pan & family,,52,"electronics, Self Made",,,"Shenzhen, China",China,Married,,Jiangsu Province Wujin Teacher School,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$1.8B,$1.9B,,,,,,,,,,,,,,,$2.3B,$2.6B,$3.5B,$3.5B,$6B,$9.7B,$3.7B,$3B,$3.4B,$1.9B,,https://www.forbes.com/profile/benjamin-zhengmin-pan/?list=billionaires
1622,Victor Pinchuk,,61,"steel pipes, diversified, Self Made",,,"Kiev, Ukraine",Ukraine,Married,4,"Doctorate, Dniepropetrovsk Metallurgical Institute","https://imageio.forbes.com/specials-images/imageserve/5c7265fb31358e35dd2701b5/0x0.jpg?format=jpg&crop=2900,2898,x1368,y156,safe&height=416&width=416&fit=bounds",$2B,$1.9B,,,,,,,,,,,,,,,$3.8B,$3.2B,$1.5B,$1.2B,$1.1B,$1.4B,$1.4B,$1.3B,$2.5B,$1.9B,"I do not hide my wealth, but I do not show it off, and most importantly I try to use it for improving society. The more you own, the more you can do for your country.",https://www.forbes.com/profile/victor-pinchuk/?list=billionaires
1623,Alexander Ponomarenko,,57,"real estate, airport, Self Made",,,"Moscow, Russia",Russia,Married,3,"Master of Science, Russian State Academy of Management; Bachelor of Arts/Science, Simferopol State University","https://imageio.forbes.com/specials-images/imageserve/622a54de1e5943247e7a7528/0x0.jpg?format=jpg&crop=1420,1419,x137,y0,safe&height=416&width=416&fit=bounds",$2.4B,$1.9B,,,,,,,,,,,,,,,$2.1B,$2.3B,$2.4B,$2.3B,$3B,$3.4B,$3.2B,$3.3B,$2.9B,$1.9B,,https://www.forbes.com/profile/alexander-ponomarenko/?list=billionaires
1624,Qi Jinxing,,60,"real estate, Self Made",,,"Hangzhou, China",China,Married,1,"Master of Business Administration, Zhejiang University","https://imageio.forbes.com/specials-images/imageserve/5a7ce86231358e4955acfbed/0x0.jpg?format=jpg&crop=3340,3338,x28,y952,safe&height=416&width=416&fit=bounds",$2.2B,$1.9B,,,,,,,,,,,,$1.3B,$1.3B,,$1.2B,,,$1.5B,$1.5B,$1.7B,,$1.1B,$1.4B,$1.9B,,https://www.forbes.com/profile/qi-jinxing/?list=billionaires
1625,Larry Robbins,"Founder, Glenview Capital Management",52,"hedge funds, Self Made",7,3,"Alpine, New Jersey",United States,Married,4,"Bachelor of Arts/Science, University of Pennsylvania, The Wharton School","https://imageio.forbes.com/specials-images/imageserve/5ba66430a7ea434e4c696d0a/0x0.jpg?format=jpg&crop=1434,1435,x989,y457,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,$1.4B,$2.2B,$2B,$2B,$2.5B,$1.9B,$1.9B,$1.9B,$1.9B,,https://www.forbes.com/profile/larry-robbins/?list=billionaires
1626,Dwight Schar,,80,"homebuilding, NFL team, Self Made",,,"Palm Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Ashland University",https://imageio.forbes.com/specials-images/imageserve/7144e3bf5dac0dbb48a7417ce1ca2d48/0x0.jpg?format=jpg&height=416&width=416&fit=bounds,$1.9B,$1.9B,,,,,,,,,,,,$1B,,,,,,,,,,,,$1.9B,,https://www.forbes.com/profile/dwight-schar/?list=billionaires
1627,Shi Yifeng,,48,"medical cosmetics, Self Made",,,"Beijing, China",China,,,"Master of Business Administration, Tsinghua University",,$2.1B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,$1.8B,$1.9B,,https://www.forbes.com/profile/shi-yifeng/?list=billionaires
1628,Sun Hongjun,,48,"semiconductors, Self Made",,,"Shanghai, China",China,,,,,$1.6B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/sun-hongjun/?list=billionaires
1629,Anand Surana,,51,pharmaceuticals,,,"Bangalore, India",India,Married,3,"Bachelor of Commerce, Bangalore University",,$1.9B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/anand-surana/?list=billionaires
1630,Dilip Surana,,56,pharmaceuticals,,,"Bangalore, India",India,Married,1,"Bachelor of Commerce, Bangalore University",,$1.9B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.forbes.com/profile/dilip-surana/?list=billionaires
1631,Djoko Susanto,,72,"supermarkets, Self Made",,,"Jakarta, Indonesia",Indonesia,Married,5,,"https://imageio.forbes.com/specials-images/imageserve/61b113b20bbfe01222ab8baf/0x0.jpg?format=jpg&crop=499,500,x130,y110,safe&height=416&width=416&fit=bounds",$2.9B,$1.9B,,,,,,,,,,,,,,$1B,$1.6B,,$1.1B,$1.3B,$1.3B,$1.3B,$1.3B,$1.2B,$1.7B,$1.9B,,https://www.forbes.com/profile/djoko-susanto/?list=billionaires
1632,Sze Man Bok,,72,"hygiene products, Self Made",,,"Jinjiang, China",China,Married,1,,"https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,$2.5B,$2.6B,$2.8B,$2.1B,$2.2B,$2.5B,$2.3B,$2.2B,$2.3B,$1.9B,,https://www.forbes.com/profile/sze-man-bok/?list=billionaires
1633,Alain Taravella,,74,"real estate development, Self Made",,,"Paris, France",France,,,,"https://imageio.forbes.com/specials-images/imageserve/5c6f8e3ca7ea431000432050/0x0.jpg?format=jpg&crop=1196,1196,x20,y194,safe&height=416&width=416&fit=bounds",$1.8B,$1.9B,,,,,,,,,,,,,,,$1B,$1.3B,$1.3B,$1.4B,$1.5B,$2.2B,$1.9B,$1.3B,$2B,$1.9B,,https://www.forbes.com/profile/alain-taravella/?list=billionaires
1634,Martin Viessmann,,68,heating and cooling equipment,,,"Allendorf, Germany",Germany,Married,2,"Diploma, University of Erlangen","https://imageio.forbes.com/specials-images/imageserve/5e763155d8e1ae0007b71c03/0x0.jpg?format=jpg&crop=1228,1228,x421,y0,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,$2B,$2.6B,$3.5B,$3.3B,$4.3B,$5.7B,$4.6B,$1.1B,$1.8B,$1.9B,"Everything we do for sustainability is the result of teamwork. Together, we are convinced that we can only keep up our standard of living and protect natural resources for future generations if we act sustainably.",https://www.forbes.com/profile/martin-viessmann/?list=billionaires
1635,Georg von Opel,,56,"real estate, investments",,,"London, United Kingdom",Switzerland,Married,5,"Bachelor of Arts/Economics, University of Rhode Island","https://imageio.forbes.com/specials-images/imageserve/5a81bee54bbe6f2652f55107/0x0.jpg?format=jpg&crop=2222,2221,x431,y122,safe&height=416&width=416&fit=bounds",$2.4B,$1.9B,,,,,,,,,,,,,,,$1.9B,$2B,$2B,$2B,$2B,$2.1B,$2.1B,$1.9B,$2B,$1.9B,,https://www.forbes.com/profile/georg-von-opel/?list=billionaires
1636,Changtian Wang,,57,"TV, movie production, Self Made",,,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Fudan University","https://imageio.forbes.com/specials-images/imageserve/6050f48ca1ab099ed6e290cc/0x0.jpg?format=jpg&crop=800,800,x0,y0,safe&height=416&width=416&fit=bounds",$1.6B,$1.9B,,,,,,,,,,,,,,,,$2.3B,$2.3B,$2.4B,$1.8B,$2.1B,$2B,$1.6B,$3B,$1.9B,,https://www.forbes.com/profile/changtian-wang/?list=billionaires
1637,Wang Chaobin,,66,"real estate, Self Made",,,"Zhengzhou, China",China,,,,"https://imageio.forbes.com/specials-images/imageserve/5c6ed65ea7ea431000430c84/0x0.jpg?format=jpg&crop=1714,1713,x1041,y287,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,,,$1.3B,$1.3B,$1.7B,$2B,$1.9B,$2B,$1.9B,,https://www.forbes.com/profile/wang-chaobin/?list=billionaires
1638,Wang Chou-hsiong,,81,"footwear, Self Made",,,"Yunlin, Taiwan",Taiwan,Married,2,"Master of Arts/Science, National Central University; Bachelor of Business Administration, National Taiwan University","https://imageio.forbes.com/specials-images/imageserve/609328ffe8522efeaaf70578/0x0.jpg?format=jpg&crop=797,797,x3,y0,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,,,,,,$1.4B,$1.1B,$2.1B,$1.9B,,https://www.forbes.com/profile/wang-chou-hsiong/?list=billionaires
1639,Wang Xiaoshen,,53,"lithium, Self Made",,,"Urumchi, China",China,,,,,$1.7B,$1.9B,,,,,,,,,,,,,,,,,,,,,,,$1.4B,$1.9B,,https://www.forbes.com/profile/wang-xiaoshen/?list=billionaires
1640,Wei Yin-Heng,,63,"food, beverages, Self Made",,,"Shanghai, China",Taiwan,Married,2,,"https://imageio.forbes.com/specials-images/imageserve/5c7d5afc4bbe6f5e1846588e/0x0.jpg?format=jpg&crop=303,303,x421,y157,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,$1.7B,$1.9B,$2B,$1.4B,$1.3B,$1.6B,$1.4B,$1.5B,$1.9B,$1.9B,,https://www.forbes.com/profile/wei-yin-heng/?list=billionaires
1641,Xue Xiangdong & family,,63,"software, Self Made",,,"Beijing, China",China,Married,,"Bachelor of Arts/Science, Hunan University","https://imageio.forbes.com/specials-images/imageserve/5a7d1709a7ea431690130e31/0x0.jpg?format=jpg&crop=2093,2095,x645,y475,safe&height=416&width=416&fit=bounds",$1.6B,$1.9B,,,,,,,,,,,,,,,,$2.3B,$2.9B,$2.8B,$2.2B,$1.9B,$1.6B,$2.9B,$2B,$1.9B,,https://www.forbes.com/profile/xue-xiangdong/?list=billionaires
1642,Yuan Fugen & family,,71,"metal processing, Self Made",,,"Suzhou, China",China,,,,,$1.8B,$1.9B,,,,,,,,,,,,,,,,,,$1.3B,,$1.4B,,$1.4B,$2.1B,$1.9B,,https://www.forbes.com/profile/yuan-fugen/?list=billionaires
1643,David Zalik,"CEO, GreenSky",48,"financial technology, Self Made",8,3,"Atlanta, Georgia",United States,Married,3,"Drop Out, Auburn University","https://imageio.forbes.com/specials-images/imageserve/59e786c6a7ea436b47b40253/0x0.jpg?format=jpg&crop=1834,1835,x1071,y1106,safe&height=416&width=416&fit=bounds",$1.9B,$1.9B,,,,,,,,,,,,,,,,,,,,$2.5B,$1.9B,$1.4B,$1.6B,$1.9B,We've kept a truly maniacal focus on the product. And maniacal is the right word.,https://www.forbes.com/profile/david-zalik/?list=billionaires
